id,host_id,listing_url,name,picture_url,description,instant_bookable,price,property_type,room_type,accommodates,beds,bedrooms,bathrooms,bathrooms_text,latitude,longitude,neighbourhood_cleansed,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,has_wifi,has_tv,has_washer,has_heating_system,has_kitchen
1172222603378876127,19087528,https://www.airbnb.com/rooms/1172222603378876127,Victorian townhouse,https://a0.muscache.com/pictures/miso/Hosting-1172222603378876127/original/22b3f7b7-bb11-4b1a-97a6-ea9a18bfc4d2.jpeg,"With 4 bedrooms, and 3 bathrooms, and a bright open plan living and dining space, which opens straight onto the walled garden, this is a great space for a family, or a small group of friends. The house has been recently renovated, keeping the features which date back more than a century, but also adding a sense of luxury to the house. <br /><br />The centre of town is just a 15 minute walk away.",False,1282.0,Entire home,Entire home/apt,7,0.0,4.0,3.0,3 baths,55.93432970160904,-3.2311133631645714,Shandon,4,4.75,4.75,5.0,5.0,5.0,4.75,4.5,True,True,True,True,True
1173122388415326109,257768140,https://www.airbnb.com/rooms/1173122388415326109,Trendy 5-bed Flat Near St Giles,https://a0.muscache.com/pictures/prohost-api/Hosting-1173122388415326109/original/1f4a9e8f-5fa0-480d-81a0-cfd96866b3ba.jpeg,✔ Charming hostel apartment nicely based in Old Town <br />✔ 5 bedrooms <br />✔ 1.5 bathrooms <br />✔ Fully- fitted kitchen <br />✔ 2-minute walk to the National Museum of Scotland <br />✔ The iconic Royal Mile is a 4-minute walk   <br />✔ The Royal Mile can be reached in a 4-minute walk <br />✔ 10-minute walk to Edinburgh Castle  <br />✔ Walking distance to all the city’s main attractions <br />✔ 7-minute walk to Edinburgh Waverley train station,True,167.0,Entire rental unit,Entire home/apt,5,5.0,5.0,2.0,2 baths,55.948398,-3.1890008,"Old Town, Princes Street and Leith Street",23,3.74,3.87,3.61,4.39,4.13,4.43,3.74,True,True,True,False,True
1173142373486448095,257768140,https://www.airbnb.com/rooms/1173142373486448095,Charming 12-bed Flat Near Edinburgh Castle,https://a0.muscache.com/pictures/prohost-api/Hosting-1173142373486448095/original/2daea258-7f0c-47e1-9064-3ece29d692af.jpeg,✔ Trendy hostel apartment nicely located in Old Town <br />✔ 12 bedrooms <br />✔ 3.5 bathrooms <br />✔ Well-equipped kitchen <br />✔ 2-minute walk to the National Museum of Scotland <br />✔ The iconic Royal Mile is a 4-minute walk   <br />✔ The Royal Mile can be reached in a 4-minute walk <br />✔ 10-minute walk to Edinburgh Castle  <br />✔ Walking distance to all the city’s main attractions <br />✔ 7-minute walk to Edinburgh Waverley train station,True,339.0,Entire rental unit,Entire home/apt,12,12.0,12.0,4.0,4 baths,55.948398,-3.1890008,"Old Town, Princes Street and Leith Street",13,4.54,4.62,4.62,4.54,4.77,4.62,4.69,True,True,True,False,True
1173253399977625390,548072915,https://www.airbnb.com/rooms/1173253399977625390,Contemporary Flat in City Centre,https://a0.muscache.com/pictures/hosting/Hosting-1173253399977625390/original/bbc6622d-6b7f-4f80-bdde-8e848d1aeb9b.jpeg,"Find your city escape to the West End of Edinburgh and submerge yourself in the city's charm, at this stylish flat. Located on a secure and quiet residential street, Grove Street flat offers a spacious living room, two bedrooms with luxury bedding, a well-equipped kitchen with a living area, laundry facilities and bathroom.<br /><br />Princess St, and a wealth of amenities; shops, supermarkets, cafes and restaurants are all nearby within a short saunter!",True,258.0,Entire rental unit,Entire home/apt,4,3.0,2.0,1.0,1 bath,55.9438,-3.21349,Dalry and Fountainbridge,16,4.94,5.0,5.0,5.0,5.0,4.94,4.63,True,True,True,True,True
1173839691615368601,3347799,https://www.airbnb.com/rooms/1173839691615368601,Entire Elegant 3BR Apt in Edinburgh - Newington,https://a0.muscache.com/pictures/miso/Hosting-1173839691615368601/original/e85f5b74-e623-4908-a26d-530940a245a7.jpeg,"This charming second-floor four-bedroom holiday home offers a bright, spacious interior, brimming with character, and is nestled in a tenement south of Edinburgh city centre. This delightful retreat features four bedrooms and two modern bathrooms, making it an ideal choice for couples, families, or groups of friends. It can sleep a maximum of 6 guests.<br /><br />- Well-equipped kitchen.<br />- Good bus link to city centre, Old Town, and Waverley Train Station.<br />- Free on-street parking in the neighbourhood.",True,18144.0,Entire rental unit,Entire home/apt,6,4.0,4.0,2.0,2 baths,55.93498802885577,-3.168890572421686,Newington and Dalkeith Road,15,5.0,5.0,5.0,5.0,5.0,4.67,4.87,True,True,True,True,True
1174177243735677135,324315603,https://www.airbnb.com/rooms/1174177243735677135,My Perfect Base,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3NDE3NzI0MzczNTY3NzEzNQ%3D%3D/original/5a36e930-18fe-4c8f-9f37-afb6be2676a1.jpeg,"'My Perfect Base' is  an 18th century one bedroom flat nestled within the heart of Edinburgh's UNESCO world heritage by Edinburgh Castle. The ideal location to explore the lively vibrant area with charming shops, restaurants, bars and stunning views of  Edinburgh Castle. Looking for an authentic old town Edinburgh stay experience? This is the place for you, with all major tourist attractions within walking distance, guests can make the most of their time in Scotlands enchanting capital.",False,294.0,Entire condo,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.94581578347773,-3.199254915405905,Tollcross,14,4.93,5.0,4.93,5.0,5.0,4.86,4.86,True,True,True,True,True
1174495306620227347,399777882,https://www.airbnb.com/rooms/1174495306620227347,Sensational Stay @Prestonfield,https://a0.muscache.com/pictures/hosting/Hosting-1174495306620227347/original/12a783df-e335-445a-b27f-f192bff31000.jpeg,"✪BOOK TODAY with ★ Sensational Stay Serviced Accommodation ★ <br />✪ We welcome Families, Friends, Groups & Business Travelers & Contractors at Edinburgh <br />✪ 2 Bedroom Apartment<br />✪ Sleeps Up to 6 Guests <br />✪ Bedroom 1 - 1 Double Sized Bed <br />✪ Bedroom 2 - 1 King Sized Bed<br />✪ Loung- 2 Single beds <br />✪ Free WiFi <br />✪ Free Netflix <br />✪ Fully Equipped Kitchen <br />✪ Amazing Discounts on Long Bookings (28+ Nights) <br />✪ If you have any questions please message us",True,192.0,Entire rental unit,Entire home/apt,6,4.0,2.0,1.0,1 bath,55.93457,-3.16333,Prestonfield,2,2.5,3.0,4.5,3.0,2.5,4.5,3.0,True,True,True,False,True
1174634069569794597,316691159,https://www.airbnb.com/rooms/1174634069569794597,Central 1bed apt in Leith,https://a0.muscache.com/pictures/miso/Hosting-1174634069569794597/original/9b17b88d-40b4-4e00-868f-8af25a0b7704.jpeg,"Situated just a short stroll from the vibrant and buzzing Leith Walk, yet, our apartment provides a cozy and homely retreat for all guests.<br /><br />Accommodating up to two people, our stylish and elegant flat is the ideal choice for travelers, professionals, and couples seeking a comfortable base to explore Edinburgh.",False,108.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.96138616853028,-3.173966833670192,Hillside and Calton Hill,35,4.66,4.69,4.6,5.0,4.8,4.57,4.49,True,True,True,True,True
1174787740106458061,582325841,https://www.airbnb.com/rooms/1174787740106458061,Modern 2 Bed Flat Near City Centre + Free Parking,https://a0.muscache.com/pictures/hosting/Hosting-1174787740106458061/original/8a8952a1-010a-4a0e-946d-4fc82af2b69e.jpeg,"A warm welcome to our bright and cosy apartment situated in north Edinburgh, a short distance to the city centre! You will have the apartment to yourself with two  newly furnished double rooms accommodating up to 4 guests. <br />The quiet neighbourhood has free on-street parking and the area boasts many local shops and bus stops just a short walk away. Only a 10-minute bus ride to the city centre with close proximity to cafes, bars, restaurants and the popular Shore area and Water of Leith walkway.",True,156.0,Entire condo,Entire home/apt,4,2.0,2.0,1.0,1 bath,55.97473460000001,-3.1860217,Trinity East and The Dudleys,62,4.95,4.94,4.97,4.97,4.95,4.81,4.73,True,True,True,True,True
1175305775472203220,55923633,https://www.airbnb.com/rooms/1175305775472203220,"Room in Morningside, Edinburgh",https://a0.muscache.com/pictures/miso/Hosting-1175305775472203220/original/f1e2aadf-a57f-42f6-b5b2-40cd0e399d3a.jpeg,Centrally located in the area of Morningside of Edinburgh which is a beautiful part of the city.  20 minute bus journey to the city centre.,False,78.0,Private room in home,Private room,2,1.0,1.0,1.0,1 private bath,55.92313,-3.22179,Morningside and Craighouse,18,4.83,4.89,4.83,5.0,5.0,4.83,4.56,True,False,True,False,True
1175388537771617475,439699987,https://www.airbnb.com/rooms/1175388537771617475,Charming Edinburgh House,https://a0.muscache.com/pictures/miso/Hosting-1175388537771617475/original/ba875bef-9d7c-437b-863c-d1b476be0b3c.png,"Relax with the whole family at this peaceful place to stay.  After a day sightseeing, come home and unwind in the garden.<br />This cosy, warm and charming 2 bedroom semi detached has everything you need to enjoy your Edinburgh getaway.  <br />Whether it’s a short stay or a little longer.  This gem of a house is a perfect base for your journey.",False,217.0,Entire home,Entire home/apt,5,3.0,2.0,1.5,1.5 baths,55.91057,-3.12992,Fernieside and Moredun South,26,5.0,5.0,5.0,5.0,4.96,4.77,4.92,True,True,True,True,True
1175442049132987056,570841580,https://www.airbnb.com/rooms/1175442049132987056,Hilltop House,https://a0.muscache.com/pictures/miso/Hosting-1175442049132987056/original/23bba374-ce78-4a66-90ce-004965953635.jpeg,"Bring the whole family to west Edinburgh for a city break next to nature! <br />Hilltop House is a spacious villa located in a very peaceful residential suburb of Edinburgh. Easy access to city centre, Edinburgh Zoo, Murrayfield Stadium and local shops & conveniences. <br />Requires minimum 3 night stay - prioritising 7-night stays",False,209.0,Entire home,Entire home/apt,6,4.0,3.0,2.0,2 baths,55.9513,-3.28074,Corstorphine North,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,True,True,True,True
1175485638989081774,183482349,https://www.airbnb.com/rooms/1175485638989081774,4 bed in picture perfect spot,https://a0.muscache.com/pictures/hosting/Hosting-1175485638989081774/original/13611d4d-a4a5-45ce-a97e-86b763df06e9.jpeg,"4 bed, 5 mins from the airport with great city links!",False,540.0,Entire home,Entire home/apt,7,4.0,4.0,3.0,3 baths,55.92441710298827,-3.3761394023895264,"Ratho, Ingliston and Gogar",4,4.5,4.75,4.25,4.75,4.75,5.0,4.5,True,True,True,True,True
1175540224458572686,346476737,https://www.airbnb.com/rooms/1175540224458572686,Single bedroom EH16 area,https://a0.muscache.com/pictures/hosting/Hosting-1175540224458572686/original/146a145f-42ea-47fa-b352-410500a7b34f.jpeg,Forget your worries in this spacious and serene space. Cute room available for rent in area of Liberton <br />Single bedroom to let <br />Would suit clean <br />quiet living person non smoking <br />Parking included if needed (included in price) <br />On bus route to town (10 minutes to city Centre) <br />Washing machine facilities available <br />Wifi included,False,41.0,Private room in home,Private room,1,1.0,1.0,1.0,1 shared bath,55.91611,-3.15543,The Inch,9,5.0,4.89,5.0,5.0,5.0,5.0,5.0,True,True,True,False,True
1175953069190752681,508400660,https://www.airbnb.com/rooms/1175953069190752681,Cosy apartment in city centre,https://a0.muscache.com/pictures/hosting/Hosting-1175953069190752681/original/308592ae-ee0e-450a-b3ed-3e59809cc154.jpeg,"Absolutely delighted to welcome guests in our property. We are thrilled to make a long-lasting memory of your experience in our beloved Edinburgh.<br /><br />The Red Door Apartment is a spacious, light-filled and elegant property, equipped with all the amenities you would need to make the best of your stay – an idyllic setting for families or friends!<br /><br />To create an authentic feel and comfortable place for every guest, we have tastefully decorated the space to reflect a polished, classic, and stylish vibe.",True,198.0,Entire rental unit,Entire home/apt,4,2.0,2.0,1.0,1 bath,55.96948256511669,-3.1708215027667777,South Leith,3,4.33,4.67,4.33,5.0,5.0,5.0,4.33,True,True,False,True,True
1176025340988267113,16419746,https://www.airbnb.com/rooms/1176025340988267113,Double room,https://a0.muscache.com/pictures/hosting/Hosting-1176025340988267113/original/8f3c450c-3ebd-43fc-ab39-2552bf0d5b16.jpeg,"Hello, my name is Kasia and I live with my spoiled and always hungry dog. If you don’t mind having dog at home and you are able to make sure there is no food within Lilly reach, you are welcome to stay with us 🙂",False,77.0,Private room in rental unit,Private room,2,1.0,1.0,0.5,Shared half-bath,55.976,-3.25505,Granton West and Salvesen,31,4.94,4.94,5.0,4.97,4.94,4.81,4.94,True,True,True,False,True
1176077493333015623,582669312,https://www.airbnb.com/rooms/1176077493333015623,River Haven Deluxe room with bathroom,https://a0.muscache.com/pictures/hosting/Hosting-1176077493333015623/original/041276b3-7ddf-400d-8e18-f78ee6029eea.jpeg,Enjoy easy access to popular shops and restaurants from this charming place to stay.,True,120.0,Private room in condo,Private room,3,1.0,1.0,0.0,0 shared baths,55.940134,-3.2125717,Bruntsfield,0,,,,,,,,True,False,False,True,False
1176099881633067523,582674656,https://www.airbnb.com/rooms/1176099881633067523,Ensuite king bedroom near Leith,https://a0.muscache.com/pictures/miso/Hosting-1176099881633067523/original/3a1ebc23-f25a-4937-8a1a-f30cdd9a8c86.jpeg,"Forget your worries in this spacious and serene ensuite room.<br /><br />I hope to make your stay in Edinburgh as pleasant and comfortable as possible.<br /><br />This non-smoking room features a king-sized bed and an ensuite shower room. The room is on the first floor, and is accessible only by a flight of stairs. Please note this booking does not include kitchen access. <br /><br />There are low hanging lights in the room so please mind your head.<br /><br />The room is furnished with luxury bedding and towels for your comfort.",False,89.0,Private room in rental unit,Private room,2,1.0,1.0,1.0,1 private bath,55.96888999884981,-3.1880332747603823,Broughton North and Powderhall,46,4.98,5.0,4.98,5.0,4.98,4.83,4.83,True,False,False,True,False
1176261555868769597,162649687,https://www.airbnb.com/rooms/1176261555868769597,Lovely cosy room in city center,https://a0.muscache.com/pictures/hosting/Hosting-1176261555868769597/original/bf4c7759-be5d-45de-8d46-4a52e7965e0a.jpeg,"Welcome to our centrally located Airbnb, perfect for exploring the city! Enjoy the convenience of free parking and easy access to public transport, with a tram stop nearby offering a direct route from the airport and buses reaching every corner of the city. You'll be within walking distance of iconic attractions like Calton Hill and the Royal Mile. This cozy room provides all the comforts you need for a memorable stay in the heart of the city. Ideal for both business travelers and tourists.",False,109.0,Private room in home,Private room,2,1.0,1.0,1.5,1.5 shared baths,55.9602724551168,-3.174840956926346,Hillside and Calton Hill,96,4.94,4.94,4.93,4.96,5.0,4.91,4.8,True,True,False,True,False
1176277161578992438,162649687,https://www.airbnb.com/rooms/1176277161578992438,Cosy room in the heart of Edin,https://a0.muscache.com/pictures/hosting/Hosting-1176277161578992438/original/379d1453-a75c-4258-8361-8338a792a29d.jpeg,"Welcome to our centrally located Airbnb, perfect for exploring the city! Enjoy the convenience of free parking and easy access to public transport, with a tram stop nearby offering a direct route from the airport and buses reaching every corner of the city. You'll be within walking distance of iconic attractions like Calton Hill and the Royal Mile. This cozy room provides all the comforts you need for a memorable stay in the heart of the city. Ideal for both business travelers and tourists.",False,104.0,Private room in home,Private room,2,1.0,1.0,1.5,1.5 baths,55.96069119301806,-3.175776188015176,Hillside and Calton Hill,90,4.96,4.92,4.9,4.94,4.98,4.88,4.82,True,True,False,True,False
